date,tactic,state,campaign,impression,clicks,spend,attributed revenue,platform,ROAS,CTR,CPC,CPM
2025-05-20,Spark Ads,CA,TikTok - Spark Ads - C05,275712,3880,2118.92,5311.33,TikTok,2.506621297642195,1.4072655524605384,0.5461134020618557,7.685265784586816
2025-05-21,Spark Ads,CA,TikTok - Spark Ads - C05,99340,1167,501.03,1233.68,TikTok,2.4622876873640305,1.1747533722568955,0.42933161953727506,5.043587678679283
2025-05-22,Spark Ads,CA,TikTok - Spark Ads - C05,144487,1694,756.5,1632.12,TikTok,2.157461996034369,1.1724238166755485,0.44657615112160565,5.235765155342695
2025-05-23,Spark Ads,CA,TikTok - Spark Ads - C05,110445,1431,824.71,1655.24,TikTok,2.0070570261061462,1.2956675268233055,0.5763172606568834,7.467155597808865
2025-05-24,Spark Ads,CA,TikTok - Spark Ads - C05,262479,3438,1231.55,2905.55,TikTok,2.3592627177134506,1.3098190712399849,0.35821698662012796,4.691994407171621
2025-05-25,Spark Ads,CA,TikTok - Spark Ads - C05,129921,1638,899.69,1899.47,TikTok,2.111249430359346,1.2607661578959521,0.5492612942612943,6.9249005164677
2025-05-26,Spark Ads,CA,TikTok - Spark Ads - C05,136012,1798,628.42,1550.1,TikTok,2.4666624232201393,1.3219421815722143,0.34951056729699664,4.6203276181513395
2025-05-27,Spark Ads,CA,TikTok - Spark Ads - C05,101925,1211,387.08,943.94,TikTok,2.438617340084737,1.1881285258768703,0.31963666391412054,3.7976943831248464
2025-05-28,Spark Ads,CA,TikTok - Spark Ads - C05,90040,1127,816.04,1945.99,TikTok,2.3846747708445664,1.2516659262549978,0.7240816326530612,9.063083074189247
2025-05-29,Spark Ads,CA,TikTok - Spark Ads - C05,210734,2568,1507.04,3182.26,TikTok,2.11159624163924,1.2185978532178006,0.5868535825545171,7.151385158541099
2025-05-30,Spark Ads,CA,TikTok - Spark Ads - C05,190172,2687,1888.03,4031.46,TikTok,2.135273274259413,1.4129314515280904,0.702653516933383,9.928012536020024
2025-05-31,Spark Ads,CA,TikTok - Spark Ads - C05,110671,1541,1155.41,2777.12,TikTok,2.403579681671441,1.392415357229988,0.7497793640493187,10.440043010364054
2025-06-01,Spark Ads,CA,TikTok - Spark Ads - C05,90704,1214,824.49,2306.16,TikTok,2.7970745551795653,1.3384194743340978,0.6791515650741351,9.089896807197036
2025-06-02,Spark Ads,CA,TikTok - Spark Ads - C05,208953,2618,1934.15,5142.51,TikTok,2.658795853475687,1.2529133345776322,0.7387891520244462,9.256387800127303
2025-06-03,Spark Ads,CA,TikTok - Spark Ads - C05,525575,7248,3429.36,7829.41,TikTok,2.283052814519327,1.3790610283974694,0.47314569536423845,6.524967892308425
2025-06-04,Spark Ads,CA,TikTok - Spark Ads - C05,67975,868,315.56,848.27,TikTok,2.688141716313855,1.2769400514895182,0.3635483870967742,4.642294961382861
2025-06-05,Spark Ads,CA,TikTok - Spark Ads - C05,116070,1642,965.98,2071.98,TikTok,2.1449512412265266,1.4146635650900319,0.5882947624847746,8.32239166020505
2025-06-06,Spark Ads,CA,TikTok - Spark Ads - C05,140830,1955,1553.96,4362.06,TikTok,2.8070606708023376,1.388198537243485,0.7948644501278772,11.034296669743663
2025-06-07,Spark Ads,CA,TikTok - Spark Ads - C05,102035,1218,916.11,2218.29,TikTok,2.421423191538134,1.1937080413583574,0.7521428571428571,8.978389768216788
2025-06-08,Spark Ads,CA,TikTok - Spark Ads - C05,150378,1812,577.72,1552.12,TikTok,2.6866302014816865,1.2049634920001595,0.3188300220750552,3.841785367540465
2025-06-09,Spark Ads,CA,TikTok - Spark Ads - C05,238253,3195,1101.29,2816.02,TikTok,2.5570194953191256,1.3410114458160023,0.34469170579029734,4.622355227426307
2025-06-10,Spark Ads,CA,TikTok - Spark Ads - C05,169962,2033,768.76,1746.16,TikTok,2.2713980956345283,1.1961497275861663,0.37814067879980323,4.523128699356326
2025-06-11,Spark Ads,CA,TikTok - Spark Ads - C05,266649,3128,2183.61,5095.4,TikTok,2.3334753000764787,1.1730777163987114,0.6980850383631714,8.189080026551759
2025-06-12,Spark Ads,CA,TikTok - Spark Ads - C05,140259,1793,1008.88,2096.55,TikTok,2.0780965030528904,1.2783493394363286,0.5626770775237033,7.1929787036839
2025-06-13,Spark Ads,CA,TikTok - Spark Ads - C05,136218,1708,829.6,2308.52,TikTok,2.7826904532304724,1.2538724691303647,0.4857142857142857,6.090237707204628
2025-06-14,Spark Ads,CA,TikTok - Spark Ads - C05,148262,1856,965.31,2394.25,TikTok,2.480291305383763,1.251837962525799,0.5201023706896551,6.510838920289757
2025-06-15,Spark Ads,CA,TikTok - Spark Ads - C05,110030,1460,994.92,2453.77,TikTok,2.466298797893298,1.3269108424975007,0.6814520547945205,9.042261201490502
2025-06-16,Spark Ads,CA,TikTok - Spark Ads - C05,161484,2273,1879.61,4901.13,TikTok,2.607524965285352,1.4075697901959328,0.8269291684997799,11.639605162121324
2025-06-17,Spark Ads,CA,TikTok - Spark Ads - C05,236662,3366,1655.22,4346.68,TikTok,2.6260436679112145,1.4222815661153883,0.49174688057041,6.994025234300395
2025-06-18,Spark Ads,CA,TikTok - Spark Ads - C05,206906,2589,1793.91,4384.2,TikTok,2.4439353144806595,1.2512928576261684,0.6928968713789108,8.67016906227949
2025-06-19,Spark Ads,CA,TikTok - Spark Ads - C05,95873,1294,1008.93,2540.8,TikTok,2.5183114784970217,1.3497022102155978,0.7796986089644513,10.523609358213468
2025-06-20,Spark Ads,CA,TikTok - Spark Ads - C05,122021,1552,1044.85,2552.53,TikTok,2.4429631047518785,1.2719122118323896,0.6732280927835051,8.562870325599691
2025-06-21,Spark Ads,CA,TikTok - Spark Ads - C05,148996,1914,1596.24,3463.65,TikTok,2.1698804691023907,1.2845982442481676,0.8339811912225705,10.713307739805096
2025-06-22,Spark Ads,CA,TikTok - Spark Ads - C05,131471,1653,784.61,1709.17,TikTok,2.17836887115892,1.257311498353249,0.4746581972171809,5.967932091487857
2025-06-23,Spark Ads,CA,TikTok - Spark Ads - C05,220414,2807,2379.72,5180.55,TikTok,2.17695779335384,1.27351257179671,0.8477805486284289,10.796591868030161
2025-06-24,Spark Ads,CA,TikTok - Spark Ads - C05,79065,1015,969.59,2606.99,TikTok,2.688755040790437,1.2837538733953076,0.9552610837438424,12.263201163599572
2025-06-25,Spark Ads,CA,TikTok - Spark Ads - C05,113628,1431,1103.9,2504.7,TikTok,2.268955521333454,1.2593726898299715,0.7714185883997206,9.715035026577958
2025-06-26,Spark Ads,CA,TikTok - Spark Ads - C05,172757,2337,948.78,2642.1,TikTok,2.784734079554797,1.3527671816482112,0.40598202824133506,5.491991641438553
2025-06-27,Spark Ads,CA,TikTok - Spark Ads - C05,127980,1804,1629.15,4216.17,TikTok,2.5879569100451154,1.4095952492576966,0.9030764966740576,12.729723394280356
2025-06-28,Spark Ads,CA,TikTok - Spark Ads - C05,272277,3524,2009.63,5107.62,TikTok,2.5415723292347345,1.2942701733895996,0.5702695800227016,7.38082908214796
2025-06-29,Spark Ads,CA,TikTok - Spark Ads - C05,154433,1900,993.88,2304.65,TikTok,2.3188413088099167,1.2303069939714957,0.5230947368421053,6.435671132465211
2025-06-30,Spark Ads,CA,TikTok - Spark Ads - C05,167009,2277,2089.44,5304.49,TikTok,2.5387137223370853,1.363399577268291,0.9176284584980238,12.51094252405559
2025-07-01,Spark Ads,CA,TikTok - Spark Ads - C05,165384,2346,2060.78,5192.45,TikTok,2.5196527528411568,1.418516906109418,0.8784228473998296,12.460576597494317
2025-07-02,Spark Ads,CA,TikTok - Spark Ads - C05,215781,2959,1674.81,3547.77,TikTok,2.118311927920182,1.3712977509604647,0.566005407232173,7.761619419689407
2025-07-03,Spark Ads,CA,TikTok - Spark Ads - C05,387837,4781,2774.96,7368.78,TikTok,2.6554544930377375,1.2327343703669325,0.5804141393014014,7.1549645856377815
2025-07-04,Spark Ads,CA,TikTok - Spark Ads - C05,143879,1909,1705.81,3747.37,TikTok,2.196827313710202,1.32680933284218,0.8935620743844944,11.855864997671654
2025-07-05,Spark Ads,CA,TikTok - Spark Ads - C05,221175,2879,1377.13,3104.86,TikTok,2.2545874390943483,1.301684186729965,0.4783362278568948,6.226427037413813
2025-07-06,Spark Ads,CA,TikTok - Spark Ads - C05,204759,2765,1057.91,2885.99,TikTok,2.7280108893951276,1.3503679935924673,0.3826075949367089,5.16661050307923
2025-07-07,Spark Ads,CA,TikTok - Spark Ads - C05,155035,1942,991.87,2243.77,TikTok,2.2621613719539857,1.252620376044119,0.5107466529351185,6.397716644628632
2025-07-08,Spark Ads,CA,TikTok - Spark Ads - C05,143460,1743,1662.99,4109.76,TikTok,2.4713077047967817,1.2149728147218737,0.9540963855421687,11.592011710581346
2025-07-09,Spark Ads,CA,TikTok - Spark Ads - C05,180786,2407,1710.71,3955.94,TikTok,2.312455062517902,1.3314084055181263,0.7107228915662651,9.462624318254733
2025-07-10,Spark Ads,CA,TikTok - Spark Ads - C05,172623,2133,1347.98,3289.06,TikTok,2.4399916912713837,1.2356406736066456,0.6319643694327238,7.8088087914125
2025-07-11,Spark Ads,CA,TikTok - Spark Ads - C05,154704,1963,1540.05,3630.73,TikTok,2.357540339599364,1.2688747543696348,0.784538970962812,9.954816940738443
2025-07-12,Spark Ads,CA,TikTok - Spark Ads - C05,331138,4252,2981.71,6451.38,TikTok,2.1636510592914804,1.284056798072103,0.7012488240827845,9.004433197035677
2025-07-13,Spark Ads,CA,TikTok - Spark Ads - C05,78455,992,463.19,961.78,TikTok,2.076426520434379,1.2644190937480084,0.46692540322580645,5.9038939519469755
2025-07-14,Spark Ads,CA,TikTok - Spark Ads - C05,128330,1553,890.01,2006.01,TikTok,2.2539184952978055,1.2101613028909841,0.573090792015454,6.935322995402478
2025-07-15,Spark Ads,CA,TikTok - Spark Ads - C05,181192,2515,1897.64,4596.09,TikTok,2.422003119664425,1.3880303766170692,0.7545288270377734,10.473089319616761
2025-07-16,Spark Ads,CA,TikTok - Spark Ads - C05,111157,1406,654.63,1693.28,TikTok,2.586621450284894,1.2648776055489082,0.465597439544808,5.889237744811393
2025-07-17,Spark Ads,CA,TikTok - Spark Ads - C05,150575,2086,1071.82,2670.01,TikTok,2.491099251740031,1.3853561348165366,0.5138159156279961,7.118180308816204
2025-07-18,Spark Ads,CA,TikTok - Spark Ads - C05,92362,1285,828.15,2015.96,TikTok,2.4342933043530763,1.391264805872545,0.6444747081712062,8.966349797535782
2025-07-19,Spark Ads,CA,TikTok - Spark Ads - C05,139983,1728,719.62,1963.53,TikTok,2.7285650760123397,1.234435610038362,0.4164467592592593,5.140767093147025
2025-07-20,Spark Ads,CA,TikTok - Spark Ads - C05,107864,1318,1110.39,2695.87,TikTok,2.427858680283504,1.2219090706815992,0.8424810318664644,10.294352147148262
2025-07-21,Spark Ads,CA,TikTok - Spark Ads - C05,245454,3025,2431.44,5659.56,TikTok,2.327657684335209,1.232410146096621,0.8037818181818182,9.905888679752621
2025-07-22,Spark Ads,CA,TikTok - Spark Ads - C05,216345,2749,2155.92,4978.68,TikTok,2.3093064677724593,1.2706556657191062,0.7842560931247726,9.965194481037233
2025-07-23,Spark Ads,CA,TikTok - Spark Ads - C05,248888,3131,2164.99,4903.14,TikTok,2.264740252841815,1.2579955642698724,0.691469179175982,8.69865160232715
2025-07-24,Spark Ads,CA,TikTok - Spark Ads - C05,112825,1364,795.23,1759.85,TikTok,2.213007557561963,1.208951916685132,0.5830131964809384,7.048349213383559
2025-07-25,Spark Ads,CA,TikTok - Spark Ads - C05,87229,1131,371.66,880.43,TikTok,2.368912446860033,1.2965871441837002,0.3286118479221928,4.260738974423644
2025-07-26,Spark Ads,CA,TikTok - Spark Ads - C05,173555,2206,837.52,1911.96,TikTok,2.2828827968287326,1.2710668087926018,0.3796554850407978,4.825674858114143
2025-07-27,Spark Ads,CA,TikTok - Spark Ads - C05,283148,3590,1503.76,3148.66,TikTok,2.093858062456775,1.2678881715569241,0.418874651810585,5.310862163956658
2025-07-28,Spark Ads,CA,TikTok - Spark Ads - C05,124077,1520,832.0,2088.1,TikTok,2.509735576923077,1.225045737727379,0.5473684210526316,6.705513511770916
2025-07-29,Spark Ads,CA,TikTok - Spark Ads - C05,143124,1806,1598.47,4397.17,TikTok,2.7508617615594915,1.2618428775048212,0.8850885935769657,11.168427377658535
2025-07-30,Spark Ads,CA,TikTok - Spark Ads - C05,223308,2719,2264.3,4556.71,TikTok,2.0124144327165125,1.2176008024790872,0.8327694005148952,10.139806903469648
2025-07-31,Spark Ads,CA,TikTok - Spark Ads - C05,240539,3366,2320.09,5623.22,TikTok,2.423707700994358,1.3993572767825593,0.6892721330956626,9.64537975130852
2025-08-01,Spark Ads,CA,TikTok - Spark Ads - C05,112757,1429,827.28,1816.08,TikTok,2.1952422396286626,1.267327083906099,0.5789223233030091,7.336839397997464
2025-08-02,Spark Ads,CA,TikTok - Spark Ads - C05,111984,1358,658.52,1639.35,TikTok,2.4894460304926196,1.2126732390341477,0.48491899852724596,5.880482926132305
2025-08-03,Spark Ads,CA,TikTok - Spark Ads - C05,207663,2810,1403.46,3269.63,TikTok,2.3296923318085305,1.3531539080144273,0.49945195729537367,6.758353678796897
2025-08-04,Spark Ads,CA,TikTok - Spark Ads - C05,142289,1771,1226.53,2424.15,TikTok,1.9764294391494706,1.2446499729423919,0.6925635234330887,8.619991707018814
2025-08-05,Spark Ads,CA,TikTok - Spark Ads - C05,250603,3035,1864.72,3840.98,TikTok,2.059815950920245,1.2110788777468744,0.6144052718286656,7.440932470880236
2025-08-06,Spark Ads,CA,TikTok - Spark Ads - C05,139906,1807,917.61,2191.68,TikTok,2.3884656880374013,1.2915814904292884,0.5078085224128389,6.558760882306691
2025-08-07,Spark Ads,CA,TikTok - Spark Ads - C05,101454,1337,1085.38,2604.1,TikTok,2.3992518749193827,1.3178386263725432,0.8118025430067316,10.698247481617285
2025-08-08,Spark Ads,CA,TikTok - Spark Ads - C05,117557,1635,1448.26,3566.55,TikTok,2.4626448289671745,1.3908146686288354,0.8857859327217126,12.319640684944325
2025-08-09,Spark Ads,CA,TikTok - Spark Ads - C05,56997,813,464.8,1014.77,TikTok,2.1832401032702236,1.426390862676983,0.571709717097171,8.154815165710476
2025-08-10,Spark Ads,CA,TikTok - Spark Ads - C05,102067,1457,480.95,1124.0,TikTok,2.337041272481547,1.4274937051152674,0.33009608785175015,4.712100874915496
2025-08-11,Spark Ads,CA,TikTok - Spark Ads - C05,337189,4121,3411.73,7396.39,TikTok,2.167929466868715,1.2221632378280431,0.8278888619267168,10.1181533205413
2025-08-12,Spark Ads,CA,TikTok - Spark Ads - C05,173329,2067,1622.88,4290.53,TikTok,2.6437752637286795,1.192529813245331,0.7851378809869376,9.363003305851878
2025-08-13,Spark Ads,CA,TikTok - Spark Ads - C05,251850,3367,1003.91,2695.06,TikTok,2.6845633572730625,1.3369068890212428,0.29816156816156814,3.9861425451657735
2025-08-14,Spark Ads,CA,TikTok - Spark Ads - C05,165266,2058,1345.84,3114.31,TikTok,2.314026927420793,1.2452652088148803,0.653955296404276,8.143477787324676
2025-08-15,Spark Ads,CA,TikTok - Spark Ads - C05,224998,2691,1714.47,4267.19,TikTok,2.488926607056408,1.1960106312056107,0.6371125975473801,7.619934399416884
2025-08-16,Spark Ads,CA,TikTok - Spark Ads - C05,144420,1956,938.28,2328.66,TikTok,2.481839109860596,1.354383049439136,0.4796932515337423,6.496884088076444
2025-08-17,Spark Ads,CA,TikTok - Spark Ads - C05,222828,2926,1544.46,4037.76,TikTok,2.6143506468280178,1.31312043369774,0.52784005468216,6.931175615272767
2025-08-18,Spark Ads,CA,TikTok - Spark Ads - C05,89315,1193,729.78,1802.79,TikTok,2.470319822412234,1.335721883222303,0.611718357082984,8.170855959245367
2025-08-19,Spark Ads,CA,TikTok - Spark Ads - C05,189719,2684,1226.2,2553.86,TikTok,2.0827434350024467,1.414723881108376,0.4568554396423249,6.463243006762633
2025-08-20,Spark Ads,CA,TikTok - Spark Ads - C05,123186,1540,1430.1,3549.47,TikTok,2.481973288581218,1.2501420615979089,0.9286363636363636,11.60927378111149
2025-08-21,Spark Ads,CA,TikTok - Spark Ads - C05,226686,3208,1225.99,3118.06,TikTok,2.5432997006500866,1.4151734116795922,0.3821664588528678,5.4083181140432135
2025-08-22,Spark Ads,CA,TikTok - Spark Ads - C05,80124,1045,901.75,1879.07,TikTok,2.0838037149986137,1.3042284459088413,0.8629186602870813,11.254430632519595
2025-08-23,Spark Ads,CA,TikTok - Spark Ads - C05,246239,3066,1666.41,3848.31,TikTok,2.309341638612346,1.2451317622310032,0.5435127201565558,6.767449510434984
2025-08-24,Spark Ads,CA,TikTok - Spark Ads - C05,158870,2144,1845.06,5110.11,TikTok,2.76961724821957,1.3495310631333794,0.8605690298507462,11.613646377541386
2025-08-25,Spark Ads,CA,TikTok - Spark Ads - C05,131625,1786,1413.46,3093.12,TikTok,2.18833217777652,1.3568850902184235,0.791410974244121,10.738537511870845
2025-08-26,Spark Ads,CA,TikTok - Spark Ads - C05,97001,1291,609.68,1238.65,TikTok,2.0316395486156678,1.3309141142874816,0.47225406661502706,6.285296027876001
2025-08-27,Spark Ads,CA,TikTok - Spark Ads - C05,159518,2209,1202.68,2810.07,TikTok,2.336506801476702,1.3847967000589274,0.5444454504300589,7.53946263117642
2025-08-28,Spark Ads,CA,TikTok - Spark Ads - C05,146354,1885,714.77,1742.74,TikTok,2.438182911985674,1.2879729969799254,0.37918832891246684,4.883843284091996
2025-08-29,Spark Ads,CA,TikTok - Spark Ads - C05,147836,1928,686.98,1463.9,TikTok,2.1309208419459083,1.3041478394978219,0.3563174273858921,4.646906031007332
2025-08-30,Spark Ads,CA,TikTok - Spark Ads - C05,109850,1314,1225.68,3372.02,TikTok,2.7511422230924873,1.1961766044606281,0.9327853881278539,11.157760582612653
2025-08-31,Spark Ads,CA,TikTok - Spark Ads - C05,125810,1476,670.97,1511.85,TikTok,2.253230397782315,1.173197679039822,0.4545867208672087,5.333200858437326
2025-09-01,Spark Ads,CA,TikTok - Spark Ads - C05,375272,5066,3150.06,7069.08,TikTok,2.2441096360069333,1.3499541665778423,0.6218041847611527,8.394071500138566
2025-09-02,Spark Ads,CA,TikTok - Spark Ads - C05,126512,1594,1543.59,3457.07,TikTok,2.239629694413672,1.2599595295307955,0.968375156838143,12.20113507019097
2025-09-03,Spark Ads,CA,TikTok - Spark Ads - C05,208495,2742,1991.97,4757.25,TikTok,2.388213677916836,1.3151394517854145,0.7264660831509847,9.554042063358834
2025-09-04,Spark Ads,CA,TikTok - Spark Ads - C05,222783,2836,1216.61,3322.35,TikTok,2.730825819284734,1.2729876157516509,0.42898801128349784,5.4609642566982215
2025-09-05,Spark Ads,CA,TikTok - Spark Ads - C05,137546,1897,537.39,1541.05,TikTok,2.867656636707047,1.3791749669201576,0.2832841328413284,3.9069838454044463
2025-09-06,Spark Ads,CA,TikTok - Spark Ads - C05,134091,1774,1123.71,2483.34,TikTok,2.209947406359292,1.322982153910404,0.6334329199549041,8.380204487996957
2025-09-07,Spark Ads,CA,TikTok - Spark Ads - C05,246650,3150,1934.05,4116.94,TikTok,2.1286626509138853,1.2771133184674641,0.613984126984127,7.841273058990471
2025-09-08,Spark Ads,CA,TikTok - Spark Ads - C05,138809,1674,1570.08,4129.04,TikTok,2.629827779476205,1.205973676058469,0.937921146953405,11.311082134443732
2025-09-09,Spark Ads,CA,TikTok - Spark Ads - C05,198000,2533,1587.73,3928.88,TikTok,2.474526525290824,1.2792929292929294,0.6268180023687328,8.018838383838384
2025-09-10,Spark Ads,CA,TikTok - Spark Ads - C05,113066,1426,897.66,1964.71,TikTok,2.188701735623733,1.261210266569968,0.6294950911640953,7.9392567173155495
2025-09-11,Spark Ads,CA,TikTok - Spark Ads - C05,204798,2600,880.24,2318.95,TikTok,2.6344519676451874,1.2695436478871862,0.33855384615384615,4.2980888485239115
2025-09-12,Spark Ads,CA,TikTok - Spark Ads - C05,229587,3039,2808.43,6751.1,TikTok,2.4038697777761957,1.3236812188843445,0.9241296479104968,12.232530587533265
2025-05-16,Retargeting,CA,TikTok - Spark Ads - C06,201146,3467,1215.7,3875.08,TikTok,3.1875298182117295,1.723623636562497,0.35064897605999423,6.043868632734432
2025-05-17,Retargeting,CA,TikTok - Spark Ads - C06,93218,1359,551.15,1401.22,TikTok,2.5423568901388007,1.4578729429938424,0.40555555555555556,5.9124847132528044
2025-05-18,Retargeting,CA,TikTok - Spark Ads - C06,139695,2312,778.25,2025.34,TikTok,2.602428525538066,1.6550341816099359,0.336613321799308,5.571065535631196
2025-05-19,Retargeting,CA,TikTok - Spark Ads - C06,67899,1019,308.9,864.84,TikTok,2.7997410165101977,1.5007584795063256,0.3031403336604514,4.549404262212993
2025-05-20,Retargeting,CA,TikTok - Spark Ads - C06,92431,1355,406.92,1050.32,TikTok,2.5811461712375894,1.4659583905832458,0.300309963099631,4.40241910181649
2025-05-21,Retargeting,CA,TikTok - Spark Ads - C06,192993,3017,2022.9,6072.75,TikTok,3.0020020762271984,1.5632691341136724,0.6705004971826318,10.481727316534796
2025-05-22,Retargeting,CA,TikTok - Spark Ads - C06,198353,3454,1336.5,3927.04,TikTok,2.9383015338570893,1.74133993435945,0.3869426751592357,6.737987325626534
2025-05-23,Retargeting,CA,TikTok - Spark Ads - C06,175275,2575,1620.14,5720.57,TikTok,3.5309109089337953,1.4691199543574385,0.6291805825242719,9.243417486806448
2025-05-24,Retargeting,CA,TikTok - Spark Ads - C06,131315,1939,1431.39,3603.11,TikTok,2.517210543597482,1.476602063739862,0.7382104177411037,10.900430263107795
2025-05-25,Retargeting,CA,TikTok - Spark Ads - C06,134962,2169,1384.2,3809.8,TikTok,2.752347926600202,1.6071190409152205,0.6381742738589212,10.256220269409166
2025-05-26,Retargeting,CA,TikTok - Spark Ads - C06,75020,1269,369.6,1165.08,TikTok,3.152272727272727,1.6915489202879233,0.29125295508274235,4.926686217008798
2025-05-27,Retargeting,CA,TikTok - Spark Ads - C06,54906,892,322.31,977.87,TikTok,3.033942477738823,1.6245947619567986,0.3613340807174888,5.870214548501075
2025-05-28,Retargeting,CA,TikTok - Spark Ads - C06,132530,2269,591.64,1990.14,TikTok,3.3637685078764115,1.712065192786539,0.2607492287351256,4.464196785633441
2025-05-29,Retargeting,CA,TikTok - Spark Ads - C06,195854,3035,1824.5,5531.79,TikTok,3.031948479035352,1.5496236992862031,0.6011532125205931,9.315612650239464
2025-05-30,Retargeting,CA,TikTok - Spark Ads - C06,130630,2103,1547.4,4352.92,TikTok,2.8130541553573734,1.6098905305060092,0.735805991440799,11.845670979101278
2025-05-31,Retargeting,CA,TikTok - Spark Ads - C06,178949,2993,1231.71,4032.86,TikTok,3.2741960364046734,1.6725435738674146,0.41153023722018045,6.883022537147456
2025-06-01,Retargeting,CA,TikTok - Spark Ads - C06,162430,2794,701.1,2310.87,TikTok,3.296063329054343,1.7201255925629502,0.25093056549749465,4.316320876685341
2025-06-02,Retargeting,CA,TikTok - Spark Ads - C06,140179,2069,611.96,2007.53,TikTok,3.2804921890319627,1.4759700097732187,0.2957757370710488,4.365561175354369
2025-06-03,Retargeting,CA,TikTok - Spark Ads - C06,138669,2278,1432.61,4387.25,TikTok,3.062417545598593,1.6427608189285274,0.6288893766461808,10.331148273947313
2025-06-04,Retargeting,CA,TikTok - Spark Ads - C06,201737,3522,1595.05,5245.47,TikTok,3.2885928340804367,1.745837402162221,0.45288188529244744,7.906581341052954
2025-06-05,Retargeting,CA,TikTok - Spark Ads - C06,145200,2317,567.12,1662.16,TikTok,2.930878826350684,1.5957300275482094,0.2447647820457488,3.9057851239669423
2025-06-06,Retargeting,CA,TikTok - Spark Ads - C06,152432,2606,1593.23,3983.54,TikTok,2.5002918599323385,1.7096147790490186,0.6113699155794321,10.45207043140548
2025-06-07,Retargeting,CA,TikTok - Spark Ads - C06,122743,1973,1268.84,3841.54,TikTok,3.027600012609943,1.6074236412667118,0.6431018753167764,10.337371581271437
2025-06-08,Retargeting,CA,TikTok - Spark Ads - C06,106182,1562,704.14,2042.1,TikTok,2.9001334961797367,1.4710591248987588,0.45079385403329064,6.631444124239513
2025-06-09,Retargeting,CA,TikTok - Spark Ads - C06,121160,1995,1229.51,3916.64,TikTok,3.1855291945571813,1.646583030703202,0.6162957393483709,10.147821063057116
2025-06-10,Retargeting,CA,TikTok - Spark Ads - C06,141130,2282,1532.12,4341.59,TikTok,2.8337140693940426,1.6169489123503153,0.671393514460999,10.856090129667681
2025-06-11,Retargeting,CA,TikTok - Spark Ads - C06,187552,2720,1304.22,3989.23,TikTok,3.058709420189845,1.450264459989763,0.47949264705882355,6.953911448558267
2025-06-12,Retargeting,CA,TikTok - Spark Ads - C06,81881,1431,728.46,2169.74,TikTok,2.9785300496938745,1.7476581868809613,0.509056603773585,8.896569411707235
2025-06-13,Retargeting,CA,TikTok - Spark Ads - C06,180080,2927,1480.02,4677.1,TikTok,3.160159997837867,1.6253887161261662,0.5056440040997608,8.218680586406041
2025-06-14,Retargeting,CA,TikTok - Spark Ads - C06,81077,1305,378.48,1079.78,TikTok,2.8529380680617202,1.609581015577784,0.29002298850574715,4.668154963799845
2025-06-15,Retargeting,CA,TikTok - Spark Ads - C06,60571,944,440.73,1174.92,TikTok,2.6658498400381188,1.5585015931716497,0.46687500000000004,7.27625431312014
2025-06-16,Retargeting,CA,TikTok - Spark Ads - C06,108979,1783,1149.13,3308.54,TikTok,2.879169458633923,1.636095027482359,0.6444924284913068,10.54450857504657
2025-06-17,Retargeting,CA,TikTok - Spark Ads - C06,64633,1017,359.24,1087.95,TikTok,3.0284767843224585,1.5734996054647006,0.35323500491642085,5.5581514087230985
2025-06-18,Retargeting,CA,TikTok - Spark Ads - C06,185316,2809,2118.61,6132.44,TikTok,2.8945582244962496,1.5157892464762892,0.7542221431114275,11.432418139826027
2025-06-19,Retargeting,CA,TikTok - Spark Ads - C06,226136,3394,2196.05,6038.67,TikTok,2.7497871177796496,1.5008667350620866,0.64703889216264,9.71119149538331
2025-06-20,Retargeting,CA,TikTok - Spark Ads - C06,160221,2508,1260.58,3652.86,TikTok,2.8977613479509436,1.5653378770573145,0.5026236044657098,7.867757659732494
2025-06-21,Retargeting,CA,TikTok - Spark Ads - C06,159926,2584,741.87,2242.35,TikTok,3.022564600266893,1.6157472831184423,0.28710139318885447,4.638832960244113
2025-06-22,Retargeting,CA,TikTok - Spark Ads - C06,208790,3025,919.12,2904.96,TikTok,3.1605883888937245,1.4488241774031323,0.3038413223140496,4.4021265386273285
2025-06-23,Retargeting,CA,TikTok - Spark Ads - C06,110715,1762,862.9,2555.02,TikTok,2.9609688260516864,1.5914736033961072,0.489727582292849,7.79388520074064
2025-06-24,Retargeting,CA,TikTok - Spark Ads - C06,170316,2611,1341.9,3517.23,TikTok,2.621082047842611,1.5330327156579535,0.513941018766756,7.878883956880153
2025-06-25,Retargeting,CA,TikTok - Spark Ads - C06,141391,2126,1068.86,3165.55,TikTok,2.9616133076361737,1.50363177288512,0.5027563499529633,7.55960421809026
2025-06-26,Retargeting,CA,TikTok - Spark Ads - C06,76336,1140,726.89,2084.27,TikTok,2.8673802088348994,1.4933976105638231,0.6376228070175438,9.522243764409977
2025-06-27,Retargeting,CA,TikTok - Spark Ads - C06,60111,1025,498.28,1270.14,TikTok,2.5490487276230236,1.7051787526409476,0.48612682926829265,8.289331403570062
2025-06-28,Retargeting,CA,TikTok - Spark Ads - C06,86173,1466,871.77,2824.02,TikTok,3.239409477270381,1.7012289232126072,0.5946589358799454,10.116509811657943
2025-06-29,Retargeting,CA,TikTok - Spark Ads - C06,185648,3248,1965.92,5421.68,TikTok,2.757833482542525,1.7495475308109971,0.6052709359605911,10.589502714815135
